"Species","Date","Site","Plant","Flower","Flw_pollen","Stigmas_per_flw","Flower_height","Infl_max","Infl_min","D1","D2","D3","D4","D5","Stigma_length","source"
"Thalictrum dioicum","2021-05-06","CT","N13","1-4",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N13","1-5",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N13","1-6",1,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N13","1-7",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N13","1-8",5,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N13","2-1",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N13","2-2",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N13","2-3",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N13","2-4",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N13","2-5",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N13","2-6",2,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","1-1",2,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","1-2",0,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","1-3",0,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","1-4",0,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","1-5",0,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","1-6",1,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","1-7",1,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","1-8",1,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","2-1",0,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","2-2",2,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","2-3",3,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","2-4",2,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","2-5",3,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","2-6",3,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","2-7",4,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N14","2-8",2,1,NA,35.56,NA,116.84,111.76,142.24,198.12,182.88,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N15","1-1",2,1,NA,51.435,NA,261.62,337.82,231.14,317.5,411.48,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N15","1-2",2,1,NA,51.435,NA,261.62,337.82,231.14,317.5,411.48,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N15","1-3",0,1,NA,51.435,NA,261.62,337.82,231.14,317.5,411.48,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N15","1-4",1,1,NA,51.435,NA,261.62,337.82,231.14,317.5,411.48,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N15","1-5",2,1,NA,51.435,NA,261.62,337.82,231.14,317.5,411.48,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N15","2-1",4,1,NA,51.435,NA,261.62,337.82,231.14,317.5,411.48,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N15","2-2",10,1,NA,51.435,NA,261.62,337.82,231.14,317.5,411.48,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N15","2-3",1,1,NA,51.435,NA,261.62,337.82,231.14,317.5,411.48,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N15","2-4",2,1,NA,51.435,NA,261.62,337.82,231.14,317.5,411.48,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N15","2-5",2,1,NA,51.435,NA,261.62,337.82,231.14,317.5,411.48,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","1-1",1,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","1-2",0,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","1-3",4,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","1-4",2,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","1-5",0,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","1-6",2,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","1-7",0,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","1-8",0,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","1-9",1,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","1-10",0,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","1-11",0,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","2-1",0,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","2-2",0,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","2-3",0,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","2-4",1,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","2-5",1,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","2-6",0,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","2-7",0,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","2-8",0,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N2","2-9",1,1,NA,48.895,NA,68.58,106.68,93.98,149.86,144.78,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","1-1",1,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","1-2",3,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","1-3",0,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","1-4",0,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","1-5",2,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","1-6",1,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","1-7",1,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","1-8",1,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","2-1",1,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","2-2",0,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","2-3",2,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","2-4",2,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","2-5",1,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","2-6",2,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","2-7",0,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","2-8",1,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N3","2-9",1,1,NA,55.245,NA,25.4,48.26,172.72,172.72,160.02,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","1-1",1,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","1-2",0,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","1-3",2,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","1-4",6,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","1-5",4,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","1-6",4,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","1-7",2,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","1-8",2,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","1-9",2,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","1-10",0,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","2-1",0,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","2-2",2,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","2-3",1,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","2-4",1,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","2-5",2,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","2-6",5,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","2-7",5,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","2-8",2,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N4","2-9",1,1,NA,61.595,NA,53.34,58.42,147.32,144.78,203.2,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N5","1-1",6,1,NA,59.3725,NA,91.44,109.22,154.94,218.44,246.38,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N5","1-2",0,1,NA,59.3725,NA,91.44,109.22,154.94,218.44,246.38,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N5","1-3",1,1,NA,59.3725,NA,91.44,109.22,154.94,218.44,246.38,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N5","1-4",1,1,NA,59.3725,NA,91.44,109.22,154.94,218.44,246.38,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N5","1-5",10,1,NA,59.3725,NA,91.44,109.22,154.94,218.44,246.38,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N5","1-6",0,1,NA,59.3725,NA,91.44,109.22,154.94,218.44,246.38,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N5","1-7",9,1,NA,59.3725,NA,91.44,109.22,154.94,218.44,246.38,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N5","2-1",3,1,NA,59.3725,NA,91.44,109.22,154.94,218.44,246.38,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N5","2-2",0,1,NA,59.3725,NA,91.44,109.22,154.94,218.44,246.38,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N5","2-3",1,1,NA,59.3725,NA,91.44,109.22,154.94,218.44,246.38,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N5","2-4",3,1,NA,59.3725,NA,91.44,109.22,154.94,218.44,246.38,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N5","2-5",1,1,NA,59.3725,NA,91.44,109.22,154.94,218.44,246.38,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N5","2-6",2,1,NA,59.3725,NA,91.44,109.22,154.94,218.44,246.38,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N5","2-7",1,1,NA,59.3725,NA,91.44,109.22,154.94,218.44,246.38,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N5","2-8",3,1,NA,59.3725,NA,91.44,109.22,154.94,218.44,246.38,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","1-1",4,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","1-2",1,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","1-3",1,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","1-4",0,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","1-5",0,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","1-6",2,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","1-7",4,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","1-8",0,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","2-1",2,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","2-2",0,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","2-3",3,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","2-4",6,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","2-5",2,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","2-6",6,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","2-7",0,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N6","2-8",8,1,NA,28.575,NA,25.4,30.48,38.1,116.84,83.82,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","1-1",2,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","1-2",1,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","1-3",0,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","1-4",1,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","1-5",1,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","1-6",0,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","1-7",3,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","1-8",3,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","1-9",2,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","2-1",0,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","2-2",0,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","2-3",0,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","2-4",3,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","2-5",1,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","2-6",0,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","2-7",0,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","2-8",2,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","3-1",0,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","3-2",0,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","3-3",0,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","3-4",0,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","3-5",0,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N7","3-6",0,1,NA,36.83,NA,25.4,96.52,60.96,127,121.92,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","1-1",2,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","1-2",0,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","1-3",0,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","1-4",0,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","1-5",2,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","1-6",0,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","1-7",2,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","1-8",1,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","1-9",1,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","2-1",1,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","2-2",0,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","2-3",0,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","2-4",0,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","2-5",0,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","2-6",1,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","2-7",2,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","2-8",2,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N8","2-9",1,1,NA,31.115,NA,40.64,81.28,111.76,101.6,116.84,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","1-1",0,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","1-2",0,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","1-3",1,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","1-4",1,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","1-5",0,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","1-6",2,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","1-7",0,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","1-8",0,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","1-9",0,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","2-1",0,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","2-2",0,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","2-3",0,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","2-4",2,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","2-5",1,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","2-6",0,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","2-7",1,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-06","CT","N9","2-8",0,1,NA,43.18,NA,38.1,66.04,73.66,165.1,66.04,NA,"CS2021"
"Thalictrum dioicum","2021-05-07","BI","B1","1-1",0,1,NA,44.45,NA,38.1,360.68,373.38,373.38,508,NA,"CS2021"
"Thalictrum dioicum","2021-05-07","BI","B1","1-2",0,1,NA,44.45,NA,38.1,360.68,373.38,373.38,508,NA,"CS2021"
"Thalictrum dioicum","2021-05-07","BI","B1","1-3",0,1,NA,44.45,NA,38.1,360.68,373.38,373.38,508,NA,"CS2021"
"Thalictrum dioicum","2021-05-07","BI","B1","1-4",0,1,NA,44.45,NA,38.1,360.68,373.38,373.38,508,NA,"CS2021"
"Thalictrum dioicum","2021-05-07","BI","B1","1-5",0,1,NA,44.45,NA,38.1,360.68,373.38,373.38,508,NA,"CS2021"
"Thalictrum dioicum","2021-05-07","BI","B1","1-6",0,1,NA,44.45,NA,38.1,360.68,373.38,373.38,508,NA,"CS2021"
"Thalictrum dioicum","2021-05-07","BI","B1","1-7",1,1,NA,44.45,NA,38.1,360.68,373.38,373.38,508,NA,"CS2021"
"Thalictrum dioicum","2021-05-07","BI","B1","1-8",0,1,NA,44.45,NA,38.1,360.68,373.38,373.38,508,NA,"CS2021"
"Thalictrum dioicum","2021-05-07","BI","B1","1-9",1,1,NA,44.45,NA,38.1,360.68,373.38,373.38,508,NA,"CS2021"
